#section	characterInfo									
//ResourceFileID (info)	ResourceTypeName	Size	Ride Type	ride	Die Bsr	Die Effect	DamageBone	DamagePos	BloodType	Dead Effect
//기획쪽에서 만든 캐릭터 ID	핸들문서(사운드)에 있는 캐릭터 ID			탈것에 대한 설정	죽을때 바뀔 BSR	죽을때 나올 효과	데미지가 나올 위치(본)	본으로부터의 포지션(위치)	피 타입	죽을 때 효과

//Character_China										
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	300,0	AT_TARGET	MOV_STRAIGHT,400,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	0,100,40	none	0,0,40	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	300,0	AT_TARGET	MOV_STRAIGHT,400,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	0,100,-40	none	0,0,-40	skill\china\cold_gigongsul_hit_b.efp	0	none	skill\csk_cold_icewind.wav	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	300,0	AT_TARGET	MOV_STRAIGHT,500,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	35,100,-20	none	35,0,-20	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	300,0	AT_TARGET	MOV_STRAIGHT,500,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	-35,100,-20	none	-35,0,-20	skill\china\cold_gigongsul_hit_b.efp	0	none	none	monster\Cara_Plana_IceHit.wav
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	300,0	AT_TARGET	MOV_STRAIGHT,600,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	-25,100,20	none	-25,0,20	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	300,0	AT_TARGET	MOV_STRAIGHT,600,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	35,100,20	none	35,0,20	skill\china\cold_gigongsul_hit_b.efp	0	none	skill\csk_cold_icewind.wav	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,700,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	50,100,0	none	50,0,0	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,700,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	25,100,43	none	25,0,43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	monster\Cara_Plana_IceHit.wav
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,800,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	-25,100,43	none	-25,0,43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,800,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	-50,100,0	none	-50,0,0	skill\china\cold_gigongsul_hit_b.efp	0	none	skill\csk_cold_icewind.wav	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,900,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	-25,100,-43	none	-25,0,-43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	none
-	MSKILL_KK_ISYUTARU_ATTACK03	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	500,0	AT_TARGET	MOV_STRAIGHT,900,200,300	0,0,0	false,0,0,0,0,false	monster\	skill_isyutaru_icestorm_shot.efp	none	25,100,-43	none	25,0,-43	skill\china\cold_gigongsul_hit_b.efp	0	none	none	monster\Cara_Plana_IceHit.wav
//Monster_Common																											
척살바위 자폭	MSKILL_AUTOMOB_ATTACK01	SHOT	0	TRUE	NOR|CRI|HWAN	MOB_BASE	1	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,450,450	50,0,0	false,0,0,0,0,false	res\mob\common\	automob.bsr	Bip01 R HandMid	0,0,0	none	0,10,0	monster\skill_automob_bomb_hit.efp	0	none	none	none
//척살바위 타격	MSKILL_AUTOMOB_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	Bone01	0,0,0	none	0,0,0	none	0	none	none	none
//Monster_Dounhwang																											
토구충 집게 휘두르기	MSKILL_DH_BUGGHOST_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
토구귀 두번 찌르기	MSKILL_DH_BUGGHOST_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BUGGHOST_ATTACK02	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
괴력토귀 곡괭이 베기	MSKILL_DH_WORKEARTHGHOST_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
장사토귀 곡괭이 내리찍기	MSKILL_DH_WORKEARTHGHOST_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
토귀병사 도끼 십자 휘두르기	MSKILL_DH_SOLDIEREARTHGHOST_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_SOLDIEREARTHGHOST_CLON_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_SOLDIEREARTHGHOST_CLON_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
토귀병정 도끼 십자 휘두르기	MSKILL_DH_SOLDIEREARTHGHOST_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_SOLDIEREARTHGHOST_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_SOLDIEREARTHGHOST_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
토귀병정 폭탄 던지기	MSKILL_DH_SOLDIEREARTHGHOST_ATTACK02	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	1	0	0	0	1	0,0	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	soldierearthghost_bomb.bsr	Bip01 L Finger0	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_SOLDIEREARTHGHOST_ATTACK02	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	1	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	soldierearthghost_bomb.bsr	Bip01 L Finger0	0,0,0	none	0,10,0	monster\skill_soldierearthghost_attack2.efp	0	none	none	monster\wcm_GG_boom.wav
광괴 양손 할퀴기	MSKILL_DH_BLINDMON_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_CLON_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_CLON_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_CLON_ATTACK01	SHOT	4	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_CLON_ATTACK01	SHOT	5	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
맹괴 양손 할퀴기	MSKILL_DH_BLINDMON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK01	SHOT	4	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK01	SHOT	5	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
맹괴 다리 구르기	MSKILL_DH_BLINDMON_ATTACK02	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,0,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	30,100,0	none	30,0,0	hiteffect\hit_2_stone.efp	0	none	none	monster\Wcm_DH_Meang_Skill2_H.wav
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,100,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	26,100,-14	none	26,0,-14	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	2	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,100,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	-25,100,15	none	-25,0,15	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,200,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	0,100,30	none	0,0,30	hiteffect\hit_2_stone.efp	0	none	none	monster\Wcm_DH_Meang_Skill2_H.wav
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	2	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,200,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	-26,100,14	none	-26,0,14	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,300,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	25,100,-15	none	25,0,-15	hiteffect\hit_2_stone.efp	0	none	none	monster\Wcm_DH_Meang_Skill2_H.wav
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	2	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,300,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	0,100,-30	none	0,0,-30	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,0,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	30,100,0	none	30,0,0	hiteffect\hit_2_stone.efp	0	none	none	monster\Wcm_DH_Meang_Skill2_H.wav
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,100,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	26,100,-14	none	26,0,-14	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,100,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	-25,100,15	none	-25,0,15	hiteffect\hit_2_stone.efp	0	none	none	monster\Wcm_DH_Meang_Skill2_H.wav
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,200,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	0,100,30	none	0,0,30	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,200,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	-26,100,14	none	-26,0,14	hiteffect\hit_2_stone.efp	0	none	none	none
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,300,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	25,100,-15	none	25,0,-15	hiteffect\hit_2_stone.efp	0	none	none	monster\Wcm_DH_Meang_Skill2_H.wav
-	MSKILL_DH_BLINDMON_ATTACK02	SHOT	3	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	200,0	AT_TARGET	MOV_STRAIGHT,300,200,300	0,0,0	false,0,0,0,0,false	res\mob\dunhuang\	blindmon_stone.bsr	none	0,100,-30	none	0,0,-30	hiteffect\hit_2_stone.efp	0	none	none	none
금은야차 마구 휘두르기	MSKILL_DH_YACHA_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_CLON_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_CLON_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_CLON_ATTACK01	SHOT	4	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
금강야차 마구 휘두르기	MSKILL_DH_YACHA_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_ATTACK01	SHOT	4	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
금강야차 지면파동 공격	MSKILL_DH_YACHA_ATTACK02	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_ATTACK02	SHOT	2	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_YACHA_ATTACK02	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\	skill_yacha_attack2.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
귀혼나찰 저주의 주문	MSKILL_DH_NACHAL_CLON_ATTACK01	SHOT	0	FALSE	NOR|CRI|HWAN	MOB_BASE	1	0	0	0	1	1000,1000	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_NACHAL_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1-1_shot.efp	none	0,20,-5	none	0,10,0	monster\skill_nachal_attack1-1_hit.efp	0	none	none	none
-	MSKILL_DH_NACHAL_CLON_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1-2_shot.efp	none	0,20,-5	none	0,10,0	monster\skill_nachal_attack1-2_hit.efp	0	none	none	none
-	MSKILL_DH_NACHAL_CLON_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1-3_shot.efp	none	0,20,-5	none	0,10,0	monster\skill_nachal_attack1-3_hit.efp	0	none	none	none
귀혼나찰 저주의 주문	MSKILL_DH_NACHAL_ATTACK01	SHOT	0	FALSE	NOR|CRI|HWAN	MOB_BASE	1	0	0	0	1	1000,1000	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_NACHAL_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1-1_shot.efp	none	0,20,-5	none	0,10,0	monster\skill_nachal_attack1-1_hit.efp	0	none	none	none
-	MSKILL_DH_NACHAL_ATTACK01	SHOT	2	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1-2_shot.efp	none	0,20,-5	none	0,10,0	monster\skill_nachal_attack1-2_hit.efp	0	none	none	none
-	MSKILL_DH_NACHAL_ATTACK01	SHOT	3	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,200,200	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1-3_shot.efp	none	0,20,-5	none	0,10,0	monster\skill_nachal_attack1-3_hit.efp	0	none	none	none
귀혼나찰 전격결계	MSKILL_DH_NACHAL_ATTACK02	SHOT	0	FALSE	NOR|CRI|HWAN	MOB_BASE	1	0	0	0	1	1000,1000	AT_LOOP	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack1_motion_wait.efp	none	0,0,0	none	0,0,0	none	0	none	none	none
-	MSKILL_DH_NACHAL_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\	skill_nachal_attack2-1.efp	none	0,12,0	none	0,0,0	none	0	none	none	none
귀혼나찰 죽을때	EVENT_DH_NACHAL_DEAD	ACT_S	0	FALSE	none	MOB_BASE	0	0	0	0	1	0,0	AT_SOURCE	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\dead\	dead_bluesghost.efp	Bip01	0,0,0	none	0,0,0	none	0	none	none	none
//Monster_Taklamakan																											
샤크람 이빨 공격	MSKILL_TK_EDIMMU_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
샤크람 전방 머리로 쓸기	MSKILL_TK_EDIMMU_CLON_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	monster\	skill_edimmu_attack02_dust.efp	Bip01 L Head	0,0,0	none	0,0,0	none	0	none	none	none
다크 카라 몸통 공격	MSKILL_TK_DEATHKARA_CLON_ATTACK01	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_ONE_FOLLOW	MOV_NONE,0,0,0	0,0,0	false,0,0,0,0,false	none	none	none	0,0,0	none	0,0,0	none	0	none	none	none
다크 카라 가시 발사	MSKILL_TK_DEATHKARA_CLON_ATTACK02	SHOT	1	TRUE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,150,150	0,0,0	false,0,0,0,0,false	res\mob\taklamakan\	deathkara_fishbone.bsr	Bip01 L Forearm	0,0,0	none	0,7,0	none	0	none	none	none
-	MSKILL_TK_DEATHKARA_CLON_ATTACK02	SHOT	1	FALSE	NOR|CRI|HWAN	MOB_BASE	0	0	0	0	1	0,0	AT_MOV_1TAR	MOV_STRAIGHT,0,300,300	0,0,0	false,0,0,0,0,false	res\mob\taklamakan\	deathkara_fishbone.bsr	Bip01 R Forearm	0,0,0	none	0,7,0	none	0	none	none	none
